bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;945.5110657;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1302.738681;0;0;0;1;1;0;100;1;1.1;0.9
3;1;892.0597471;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2384.75704;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1227.58041;0;0;0;1;1;0;100;1;1.1;0.9
6;1;841.2674389;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1009.928428;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1222.753353;0;0;0;1;1;0;100;1;1.1;0.9
9;1;681.4213021;0;0;0;1;1;0;100;1;1.1;0.9
10;1;992.9452264;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1030.550156;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1529.969513;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1217.453153;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1717.843406;0;0;0;1;1;0;100;1;1.1;0.9
15;1;927.4712454;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2057.679258;0;0;0;1;1;0;100;1;1.1;0.9
17;1;606.8597701;0;0;0;1;1;0;100;1;1.1;0.9
18;1;690.392847;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2143.817959;0;0;0;1;1;0;100;1;1.1;0.9
