bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1031.250104;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1420.871156;0;0;0;1;1;0;100;1;1.1;0.9
3;1;972.9518149;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2601.007049;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1338.897525;0;0;0;1;1;0;100;1;1.1;0.9
6;1;917.553655;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1101.50884;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1333.63275;0;0;0;1;1;0;100;1;1.1;0.9
9;1;743.2126544;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1082.9856;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1124.000548;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1668.707303;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1327.851927;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1873.617619;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1011.574431;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2244.26982;0;0;0;1;1;0;100;1;1.1;0.9
17;1;661.8898752;0;0;0;1;1;0;100;1;1.1;0.9
18;1;752.9977399;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2338.219587;0;0;0;1;1;0;100;1;1.1;0.9
