bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1029.352866;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1418.257114;0;0;0;1;1;0;100;1;1.1;0.9
3;1;971.1618303;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2596.221856;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1336.434293;0;0;0;1;1;0;100;1;1.1;0.9
6;1;915.8655891;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1099.482343;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1331.179204;0;0;0;1;1;0;100;1;1.1;0.9
9;1;741.8453316;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1080.993181;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1121.932672;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1665.637305;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1325.409016;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1870.170638;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1009.713391;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2240.140933;0;0;0;1;1;0;100;1;1.1;0.9
17;1;660.6721657;0;0;0;1;1;0;100;1;1.1;0.9
18;1;751.6124151;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2333.917856;0;0;0;1;1;0;100;1;1.1;0.9
