bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;743.6771704;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1024.649051;0;0;0;1;1;0;100;1;1.1;0.9
3;1;701.6358588;0;0;0;1;1;0;100;1;1.1;0.9
4;1;1875.693931;0;0;0;1;1;0;100;1;1.1;0.9
5;1;965.53447;0;0;0;1;1;0;100;1;1.1;0.9
6;1;661.6859509;0;0;0;1;1;0;100;1;1.1;0.9
7;1;794.3436551;0;0;0;1;1;0;100;1;1.1;0.9
8;1;961.7378228;0;0;0;1;1;0;100;1;1.1;0.9
9;1;535.9614331;0;0;0;1;1;0;100;1;1.1;0.9
10;1;780.9857792;0;0;0;1;1;0;100;1;1.1;0.9
11;1;810.5633574;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1203.373963;0;0;0;1;1;0;100;1;1.1;0.9
13;1;957.5690317;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1351.143281;0;0;0;1;1;0;100;1;1.1;0.9
15;1;729.4882276;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1618.435938;0;0;0;1;1;0;100;1;1.1;0.9
17;1;477.3162082;0;0;0;1;1;0;100;1;1.1;0.9
18;1;543.0178637;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1686.187006;0;0;0;1;1;0;100;1;1.1;0.9
