bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;817.4272758;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1126.263002;0;0;0;1;1;0;100;1;1.1;0.9
3;1;771.2167476;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2061.705591;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1061.286056;0;0;0;1;1;0;100;1;1.1;0.9
6;1;727.3050266;0;0;0;1;1;0;100;1;1.1;0.9
7;1;873.1183313;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1057.112898;0;0;0;1;1;0;100;1;1.1;0.9
9;1;589.1124692;0;0;0;1;1;0;100;1;1.1;0.9
10;1;858.4357612;0;0;0;1;1;0;100;1;1.1;0.9
11;1;890.9465335;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1322.711977;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1052.530689;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1485.135506;0;0;0;1;1;0;100;1;1.1;0.9
15;1;801.8312223;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1778.935447;0;0;0;1;1;0;100;1;1.1;0.9
17;1;524.6514257;0;0;0;1;1;0;100;1;1.1;0.9
18;1;596.8686826;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1853.405356;0;0;0;1;1;0;100;1;1.1;0.9
