bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;770.5210785;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1061.634972;0;0;0;1;1;0;100;1;1.1;0.9
3;1;726.962236;0;0;0;1;1;0;100;1;1.1;0.9
4;1;1943.399325;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1000.38658;0;0;0;1;1;0;100;1;1.1;0.9
6;1;685.5702888;0;0;0;1;1;0;100;1;1.1;0.9
7;1;823.01643;0;0;0;1;1;0;100;1;1.1;0.9
8;1;996.4528883;0;0;0;1;1;0;100;1;1.1;0.9
9;1;555.3075957;0;0;0;1;1;0;100;1;1.1;0.9
10;1;809.1763856;0;0;0;1;1;0;100;1;1.1;0.9
11;1;839.8216016;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1246.811171;0;0;0;1;1;0;100;1;1.1;0.9
13;1;992.1336198;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1399.914397;0;0;0;1;1;0;100;1;1.1;0.9
15;1;755.8199689;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1676.855299;0;0;0;1;1;0;100;1;1.1;0.9
17;1;494.5455019;0;0;0;1;1;0;100;1;1.1;0.9
18;1;562.6187364;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1747.051923;0;0;0;1;1;0;100;1;1.1;0.9
