bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;741.012963;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1020.978268;0;0;0;1;1;0;100;1;1.1;0.9
3;1;699.1222635;0;0;0;1;1;0;100;1;1.1;0.9
4;1;1868.974298;0;0;0;1;1;0;100;1;1.1;0.9
5;1;962.0754636;0;0;0;1;1;0;100;1;1.1;0.9
6;1;659.3154752;0;0;0;1;1;0;100;1;1.1;0.9
7;1;791.4979361;0;0;0;1;1;0;100;1;1.1;0.9
8;1;958.2924178;0;0;0;1;1;0;100;1;1.1;0.9
9;1;534.0413629;0;0;0;1;1;0;100;1;1.1;0.9
10;1;778.1879145;0;0;0;1;1;0;100;1;1.1;0.9
11;1;807.6595316;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1199.062902;0;0;0;1;1;0;100;1;1.1;0.9
13;1;954.1385613;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1346.302839;0;0;0;1;1;0;100;1;1.1;0.9
15;1;726.8748517;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1612.637926;0;0;0;1;1;0;100;1;1.1;0.9
17;1;475.6062332;0;0;0;1;1;0;100;1;1.1;0.9
18;1;541.0725139;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1680.146278;0;0;0;1;1;0;100;1;1.1;0.9
