bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;741.0936966;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1021.089504;0;0;0;1;1;0;100;1;1.1;0.9
3;1;699.1984331;0;0;0;1;1;0;100;1;1.1;0.9
4;1;1869.177924;0;0;0;1;1;0;100;1;1.1;0.9
5;1;962.1802819;0;0;0;1;1;0;100;1;1.1;0.9
6;1;659.3873078;0;0;0;1;1;0;100;1;1.1;0.9
7;1;791.5841701;0;0;0;1;1;0;100;1;1.1;0.9
8;1;958.396824;0;0;0;1;1;0;100;1;1.1;0.9
9;1;534.0995468;0;0;0;1;1;0;100;1;1.1;0.9
10;1;778.2726982;0;0;0;1;1;0;100;1;1.1;0.9
11;1;807.7475264;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1199.19354;0;0;0;1;1;0;100;1;1.1;0.9
13;1;954.2425149;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1346.449519;0;0;0;1;1;0;100;1;1.1;0.9
15;1;726.9540449;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1612.813623;0;0;0;1;1;0;100;1;1.1;0.9
17;1;475.6580506;0;0;0;1;1;0;100;1;1.1;0.9
18;1;541.1314639;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1680.32933;0;0;0;1;1;0;100;1;1.1;0.9
