bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;866.7554798;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1194.228108;0;0;0;1;1;0;100;1;1.1;0.9
3;1;817.7563459;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2186.120615;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1125.330084;0;0;0;1;1;0;100;1;1.1;0.9
6;1;771.1947423;0;0;0;1;1;0;100;1;1.1;0.9
7;1;925.8072498;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1120.905093;0;0;0;1;1;0;100;1;1.1;0.9
9;1;624.6628612;0;0;0;1;1;0;100;1;1.1;0.9
10;1;910.2386501;0;0;0;1;1;0;100;1;1.1;0.9
11;1;944.711307;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1402.53193;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1116.046369;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1574.757017;0;0;0;1;1;0;100;1;1.1;0.9
15;1;850.2182719;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1886.286514;0;0;0;1;1;0;100;1;1.1;0.9
17;1;556.3118722;0;0;0;1;1;0;100;1;1.1;0.9
18;1;632.8871285;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1965.250361;0;0;0;1;1;0;100;1;1.1;0.9
