bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;890.4104123;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1226.820212;0;0;0;1;1;0;100;1;1.1;0.9
3;1;840.0740256;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2245.782812;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1156.041868;0;0;0;1;1;0;100;1;1.1;0.9
6;1;792.2416927;0;0;0;1;1;0;100;1;1.1;0.9
7;1;951.0737852;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1151.496113;0;0;0;1;1;0;100;1;1.1;0.9
9;1;641.7107579;0;0;0;1;1;0;100;1;1.1;0.9
10;1;935.0802973;0;0;0;1;1;0;100;1;1.1;0.9
11;1;970.4937598;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1440.808928;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1146.504788;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1617.734271;0;0;0;1;1;0;100;1;1.1;0.9
15;1;873.4218815;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1937.765832;0;0;0;1;1;0;100;1;1.1;0.9
17;1;571.4943777;0;0;0;1;1;0;100;1;1.1;0.9
18;1;650.1594765;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2018.884709;0;0;0;1;1;0;100;1;1.1;0.9
