bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;871.3572926;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1200.568551;0;0;0;1;1;0;100;1;1.1;0.9
3;1;822.0980106;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2197.727254;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1131.304732;0;0;0;1;1;0;100;1;1.1;0.9
6;1;775.2892002;0;0;0;1;1;0;100;1;1.1;0.9
7;1;930.7225826;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1126.856247;0;0;0;1;1;0;100;1;1.1;0.9
9;1;627.9793462;0;0;0;1;1;0;100;1;1.1;0.9
10;1;915.0713255;0;0;0;1;1;0;100;1;1.1;0.9
11;1;949.7270061;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1409.978308;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1121.971727;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1583.11778;0;0;0;1;1;0;100;1;1.1;0.9
15;1;854.7322847;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1896.301262;0;0;0;1;1;0;100;1;1.1;0.9
17;1;559.2654654;0;0;0;1;1;0;100;1;1.1;0.9
18;1;636.2472781;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1975.684347;0;0;0;1;1;0;100;1;1.1;0.9
