bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;869.7829882;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1198.399452;0;0;0;1;1;0;100;1;1.1;0.9
3;1;820.6127042;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2193.756562;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1129.260773;0;0;0;1;1;0;100;1;1.1;0.9
6;1;773.8884646;0;0;0;1;1;0;100;1;1.1;0.9
7;1;929.0410214;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1124.820326;0;0;0;1;1;0;100;1;1.1;0.9
9;1;626.8447593;0;0;0;1;1;0;100;1;1.1;0.9
10;1;913.4180418;0;0;0;1;1;0;100;1;1.1;0.9
11;1;948.011109;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1407.430863;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1119.94463;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1580.257519;0;0;0;1;1;0;100;1;1.1;0.9
15;1;853.1880171;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1892.875164;0;0;0;1;1;0;100;1;1.1;0.9
17;1;558.2550257;0;0;0;1;1;0;100;1;1.1;0.9
18;1;635.0977532;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1972.114825;0;0;0;1;1;0;100;1;1.1;0.9
