bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;760.2275498;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1047.452401;0;0;0;1;1;0;100;1;1.1;0.9
3;1;717.2506177;0;0;0;1;1;0;100;1;1.1;0.9
4;1;1917.437106;0;0;0;1;1;0;100;1;1.1;0.9
5;1;987.022237;0;0;0;1;1;0;100;1;1.1;0.9
6;1;676.4116329;0;0;0;1;1;0;100;1;1.1;0.9
7;1;812.0216065;0;0;0;1;1;0;100;1;1.1;0.9
8;1;983.1410962;0;0;0;1;1;0;100;1;1.1;0.9
9;1;547.8891424;0;0;0;1;1;0;100;1;1.1;0.9
10;1;798.3664538;0;0;0;1;1;0;100;1;1.1;0.9
11;1;828.6022749;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1230.154798;0;0;0;1;1;0;100;1;1.1;0.9
13;1;978.8795296;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1381.212691;0;0;0;1;1;0;100;1;1.1;0.9
15;1;745.722835;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1654.45389;0;0;0;1;1;0;100;1;1.1;0.9
17;1;487.9387803;0;0;0;1;1;0;100;1;1.1;0.9
18;1;555.1026123;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1723.712745;0;0;0;1;1;0;100;1;1.1;0.9
