bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;813.5116982;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1120.868063;0;0;0;1;1;0;100;1;1.1;0.9
3;1;767.5225242;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2051.829767;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1056.202365;0;0;0;1;1;0;100;1;1.1;0.9
6;1;723.8211457;0;0;0;1;1;0;100;1;1.1;0.9
7;1;868.9359867;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1052.049196;0;0;0;1;1;0;100;1;1.1;0.9
9;1;586.2905478;0;0;0;1;1;0;100;1;1.1;0.9
10;1;854.3237479;0;0;0;1;1;0;100;1;1.1;0.9
11;1;886.6787896;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1316.376024;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1047.488937;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1478.021524;0;0;0;1;1;0;100;1;1.1;0.9
15;1;797.9903517;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1770.414127;0;0;0;1;1;0;100;1;1.1;0.9
17;1;522.1382806;0;0;0;1;1;0;100;1;1.1;0.9
18;1;594.0096079;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1844.527316;0;0;0;1;1;0;100;1;1.1;0.9
