bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;796.0732496;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1096.841119;0;0;0;1;1;0;100;1;1.1;0.9
3;1;751.0699002;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2007.846715;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1033.561596;0;0;0;1;1;0;100;1;1.1;0.9
6;1;708.3053052;0;0;0;1;1;0;100;1;1.1;0.9
7;1;850.3094623;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1029.497454;0;0;0;1;1;0;100;1;1.1;0.9
9;1;573.7228151;0;0;0;1;1;0;100;1;1.1;0.9
10;1;836.0104516;0;0;0;1;1;0;100;1;1.1;0.9
11;1;867.6719302;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1288.158168;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1025.034949;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1446.338633;0;0;0;1;1;0;100;1;1.1;0.9
15;1;780.884619;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1732.463504;0;0;0;1;1;0;100;1;1.1;0.9
17;1;510.9457168;0;0;0;1;1;0;100;1;1.1;0.9
18;1;581.2764093;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1804.988002;0;0;0;1;1;0;100;1;1.1;0.9
