bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1075.936129;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1482.4402;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1015.111664;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2713.713621;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1396.914496;0;0;0;1;1;0;100;1;1.1;0.9
6;1;957.3129965;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1149.239309;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1391.421589;0;0;0;1;1;0;100;1;1.1;0.9
9;1;775.4174694;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1129.913421;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1172.705625;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1741.015558;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1385.390271;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1954.805026;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1055.407872;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2341.518292;0;0;0;1;1;0;100;1;1.1;0.9
17;1;690.5708198;0;0;0;1;1;0;100;1;1.1;0.9
18;1;785.6265612;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2439.53908;0;0;0;1;1;0;100;1;1.1;0.9
