bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1263.803118;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1741.286028;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1192.358219;0;0;0;1;1;0;100;1;1.1;0.9
4;1;3187.549563;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1640.826857;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1124.467446;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1349.905616;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1634.374844;0;0;0;1;1;0;100;1;1.1;0.9
9;1;910.8115154;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1327.205275;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1377.469337;0;0;0;1;1;0;100;1;1.1;0.9
12;1;2045.010696;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1627.290411;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2296.129503;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1239.690465;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2750.365974;0;0;0;1;1;0;100;1;1.1;0.9
17;1;811.1499672;0;0;0;1;1;0;100;1;1.1;0.9
18;1;922.8031957;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2865.50197;0;0;0;1;1;0;100;1;1.1;0.9
