bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1070.607714;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1475.098634;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1010.084473;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2700.274356;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1389.996483;0;0;0;1;1;0;100;1;1.1;0.9
6;1;952.5720452;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1143.547871;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1384.530779;0;0;0;1;1;0;100;1;1.1;0.9
9;1;771.577329;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1124.317692;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1166.897973;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1732.393435;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1378.529331;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1945.124143;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1050.18112;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2329.922268;0;0;0;1;1;0;100;1;1.1;0.9
17;1;687.1508698;0;0;0;1;1;0;100;1;1.1;0.9
18;1;781.7358617;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2427.457623;0;0;0;1;1;0;100;1;1.1;0.9
