bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1093.21311;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1506.244673;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1031.411949;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2757.289424;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1419.345629;0;0;0;1;1;0;100;1;1.1;0.9
6;1;972.6851719;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1167.693365;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1413.764518;0;0;0;1;1;0;100;1;1.1;0.9
9;1;787.8688343;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1148.05715;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1191.536495;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1768.972137;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1407.636352;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1986.194557;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1072.355218;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2379.11752;0;0;0;1;1;0;100;1;1.1;0.9
17;1;701.6597487;0;0;0;1;1;0;100;1;1.1;0.9
18;1;798.2418599;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2478.712289;0;0;0;1;1;0;100;1;1.1;0.9
