bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;928.0322504;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1278.656119;0;0;0;1;1;0;100;1;1.1;0.9
3;1;875.5690384;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2340.672175;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1204.887231;0;0;0;1;1;0;100;1;1.1;0.9
6;1;825.7156821;0;0;0;1;1;0;100;1;1.1;0.9
7;1;991.2587869;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1200.149408;0;0;0;1;1;0;100;1;1.1;0.9
9;1;668.8244774;0;0;0;1;1;0;100;1;1.1;0.9
10;1;974.5895382;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1011.499299;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1501.686339;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1194.947188;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1686.087175;0;0;0;1;1;0;100;1;1.1;0.9
15;1;910.3259161;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2019.640787;0;0;0;1;1;0;100;1;1.1;0.9
17;1;595.6412976;0;0;0;1;1;0;100;1;1.1;0.9
18;1;677.6301734;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2104.187118;0;0;0;1;1;0;100;1;1.1;0.9
