bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1130.512014;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1557.635636;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1066.602283;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2851.364286;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1467.771718;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1005.871831;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1207.533431;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1462.000188;0;0;0;1;1;0;100;1;1.1;0.9
9;1;814.749818;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1187.227256;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1232.190055;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1829.326994;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1455.662938;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2053.96074;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1108.94248;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2460.289685;0;0;0;1;1;0;100;1;1.1;0.9
17;1;725.5993989;0;0;0;1;1;0;100;1;1.1;0.9
18;1;825.4767567;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2563.282489;0;0;0;1;1;0;100;1;1.1;0.9
