bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;912.5314073;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1257.298836;0;0;0;1;1;0;100;1;1.1;0.9
3;1;860.9444838;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2301.576129;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1184.762103;0;0;0;1;1;0;100;1;1.1;0.9
6;1;811.9238238;0;0;0;1;1;0;100;1;1.1;0.9
7;1;974.7018763;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1180.103415;0;0;0;1;1;0;100;1;1.1;0.9
9;1;657.6531596;0;0;0;1;1;0;100;1;1.1;0.9
10;1;958.3110526;0;0;0;1;1;0;100;1;1.1;0.9
11;1;994.6043129;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1476.603801;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1174.988087;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1657.924605;0;0;0;1;1;0;100;1;1.1;0.9
15;1;895.1208203;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1985.906899;0;0;0;1;1;0;100;1;1.1;0.9
17;1;585.6923521;0;0;0;1;1;0;100;1;1.1;0.9
18;1;666.3117748;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2069.041061;0;0;0;1;1;0;100;1;1.1;0.9
