bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1050.908726;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1447.957086;0;0;0;1;1;0;100;1;1.1;0.9
3;1;991.4991016;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2650.589796;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1364.4208;0;0;0;1;1;0;100;1;1.1;0.9
6;1;935.044892;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1122.506797;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1359.055663;0;0;0;1;1;0;100;1;1.1;0.9
9;1;757.3804456;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1103.63045;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1145.427262;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1700.517709;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1353.16464;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1909.334211;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1030.857977;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2287.05212;0;0;0;1;1;0;100;1;1.1;0.9
17;1;674.5074181;0;0;0;1;1;0;100;1;1.1;0.9
18;1;767.3520633;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2382.792842;0;0;0;1;1;0;100;1;1.1;0.9
