bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1209.752001;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1666.813625;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1141.362702;0;0;0;1;1;0;100;1;1.1;0.9
4;1;3051.222463;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1570.650954;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1076.375523;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1292.172013;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1564.474885;0;0;0;1;1;0;100;1;1.1;0.9
9;1;871.8573625;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1270.442535;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1318.556872;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1957.548407;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1557.693444;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2197.927209;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1186.670612;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2632.736613;0;0;0;1;1;0;100;1;1.1;0.9
17;1;776.4582013;0;0;0;1;1;0;100;1;1.1;0.9
18;1;883.3361752;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2742.948401;0;0;0;1;1;0;100;1;1.1;0.9
