bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1185.128266;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1632.88669;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1118.130987;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2989.116763;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1538.68135;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1054.466582;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1265.870671;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1532.630991;0;0;0;1;1;0;100;1;1.1;0.9
9;1;854.1112585;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1244.583482;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1291.718483;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1917.70375;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1525.987581;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2153.189794;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1162.516684;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2579.148928;0;0;0;1;1;0;100;1;1.1;0.9
17;1;760.6538868;0;0;0;1;1;0;100;1;1.1;0.9
18;1;865.3564272;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2687.117425;0;0;0;1;1;0;100;1;1.1;0.9
