bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;913.5809435;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1258.744902;0;0;0;1;1;0;100;1;1.1;0.9
3;1;861.9346881;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2304.223257;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1186.124742;0;0;0;1;1;0;100;1;1.1;0.9
6;1;812.8576475;0;0;0;1;1;0;100;1;1.1;0.9
7;1;975.8229171;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1181.460696;0;0;0;1;1;0;100;1;1.1;0.9
9;1;658.4095509;0;0;0;1;1;0;100;1;1.1;0.9
10;1;959.4132418;0;0;0;1;1;0;100;1;1.1;0.9
11;1;995.7482443;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1478.302097;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1176.339485;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1659.831446;0;0;0;1;1;0;100;1;1.1;0.9
15;1;896.150332;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1988.190965;0;0;0;1;1;0;100;1;1.1;0.9
17;1;586.3659786;0;0;0;1;1;0;100;1;1.1;0.9
18;1;667.0781247;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2071.420742;0;0;0;1;1;0;100;1;1.1;0.9
