bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1074.200357;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1480.04863;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1013.474018;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2709.335679;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1394.660901;0;0;0;1;1;0;100;1;1.1;0.9
6;1;955.7685957;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1147.38528;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1389.176855;0;0;0;1;1;0;100;1;1.1;0.9
9;1;774.1665146;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1128.09057;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1170.813738;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1738.206836;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1383.155268;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1951.651405;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1053.705218;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2337.740799;0;0;0;1;1;0;100;1;1.1;0.9
17;1;689.4567452;0;0;0;1;1;0;100;1;1.1;0.9
18;1;784.3591365;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2435.603454;0;0;0;1;1;0;100;1;1.1;0.9
