bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;864.6160405;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1191.280358;0;0;0;1;1;0;100;1;1.1;0.9
3;1;815.7378527;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2180.724546;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1122.552397;0;0;0;1;1;0;100;1;1.1;0.9
6;1;769.2911785;0;0;0;1;1;0;100;1;1.1;0.9
7;1;923.5220512;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1118.138328;0;0;0;1;1;0;100;1;1.1;0.9
9;1;623.1209866;0;0;0;1;1;0;100;1;1.1;0.9
10;1;907.9918799;0;0;0;1;1;0;100;1;1.1;0.9
11;1;942.379447;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1399.070017;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1113.291597;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1570.869995;0;0;0;1;1;0;100;1;1.1;0.9
15;1;848.1196519;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1881.630535;0;0;0;1;1;0;100;1;1.1;0.9
17;1;554.9387105;0;0;0;1;1;0;100;1;1.1;0.9
18;1;631.3249537;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1960.399473;0;0;0;1;1;0;100;1;1.1;0.9
