bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1293.513068;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1782.220822;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1220.388615;0;0;0;1;1;0;100;1;1.1;0.9
4;1;3262.483653;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1679.400019;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1150.901841;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1381.639694;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1672.79633;0;0;0;1;1;0;100;1;1.1;0.9
9;1;932.2232081;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1358.405705;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1409.851394;0;0;0;1;1;0;100;1;1.1;0.9
12;1;2093.085561;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1665.545354;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2350.107761;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1268.833565;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2815.022591;0;0;0;1;1;0;100;1;1.1;0.9
17;1;830.2187795;0;0;0;1;1;0;100;1;1.1;0.9
18;1;944.4967933;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2932.865246;0;0;0;1;1;0;100;1;1.1;0.9
