bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1234.375737;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1700.74056;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1164.594416;0;0;0;1;1;0;100;1;1.1;0.9
4;1;3113.328162;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1602.620559;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1098.284465;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1318.473356;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1596.31878;0;0;0;1;1;0;100;1;1.1;0.9
9;1;889.6034665;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1296.301587;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1345.395262;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1997.393064;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1589.399306;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2242.664624;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1210.824541;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2686.324298;0;0;0;1;1;0;100;1;1.1;0.9
17;1;792.2625159;0;0;0;1;1;0;100;1;1.1;0.9
18;1;901.3159232;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2798.779377;0;0;0;1;1;0;100;1;1.1;0.9
