bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1212.537309;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1670.651262;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1143.990551;0;0;0;1;1;0;100;1;1.1;0.9
4;1;3058.247534;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1574.267188;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1078.853748;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1295.147083;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1568.0769;0;0;0;1;1;0;100;1;1.1;0.9
9;1;873.8647087;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1273.367575;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1321.59269;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1962.055426;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1561.279844;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2202.987671;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1189.402778;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2638.798171;0;0;0;1;1;0;100;1;1.1;0.9
17;1;778.2459025;0;0;0;1;1;0;100;1;1.1;0.9
18;1;885.36995;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2749.263708;0;0;0;1;1;0;100;1;1.1;0.9
