bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1273.329678;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1754.411859;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1201.346227;0;0;0;1;1;0;100;1;1.1;0.9
4;1;3211.577342;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1653.195425;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1132.943692;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1360.081217;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1646.694777;0;0;0;1;1;0;100;1;1.1;0.9
9;1;917.6772212;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1337.20976;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1387.852714;0;0;0;1;1;0;100;1;1.1;0.9
12;1;2060.426006;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1639.556942;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2313.437749;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1249.035263;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2771.098259;0;0;0;1;1;0;100;1;1.1;0.9
17;1;817.2644233;0;0;0;1;1;0;100;1;1.1;0.9
18;1;929.759295;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2887.102151;0;0;0;1;1;0;100;1;1.1;0.9
