bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1261.179278;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1737.670863;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1189.882708;0;0;0;1;1;0;100;1;1.1;0.9
4;1;3180.931743;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1637.42026;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1122.132886;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1347.103014;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1630.981642;0;0;0;1;1;0;100;1;1.1;0.9
9;1;908.9205371;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1324.449802;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1374.609508;0;0;0;1;1;0;100;1;1.1;0.9
12;1;2040.764953;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1623.911918;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2291.362401;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1237.116685;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2744.655811;0;0;0;1;1;0;100;1;1.1;0.9
17;1;809.4659009;0;0;0;1;1;0;100;1;1.1;0.9
18;1;920.887321;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2859.552768;0;0;0;1;1;0;100;1;1.1;0.9
