bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;915.3570817;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1261.192091;0;0;0;1;1;0;100;1;1.1;0.9
3;1;863.6104182;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2308.703012;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1188.430746;0;0;0;1;1;0;100;1;1.1;0.9
6;1;814.4379646;0;0;0;1;1;0;100;1;1.1;0.9
7;1;977.7200632;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1183.757633;0;0;0;1;1;0;100;1;1.1;0.9
9;1;659.6895977;0;0;0;1;1;0;100;1;1.1;0.9
10;1;961.2784849;0;0;0;1;1;0;100;1;1.1;0.9
11;1;997.6841281;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1481.176138;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1178.626465;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1663.058407;0;0;0;1;1;0;100;1;1.1;0.9
15;1;897.8925826;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1992.056306;0;0;0;1;1;0;100;1;1.1;0.9
17;1;587.5059619;0;0;0;1;1;0;100;1;1.1;0.9
18;1;668.3750245;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2075.447894;0;0;0;1;1;0;100;1;1.1;0.9
