bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;873.4563651;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1203.460683;0;0;0;1;1;0;100;1;1.1;0.9
3;1;824.078419;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2203.021511;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1134.030009;0;0;0;1;1;0;100;1;1.1;0.9
6;1;777.1568477;0;0;0;1;1;0;100;1;1.1;0.9
7;1;932.9646643;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1129.570809;0;0;0;1;1;0;100;1;1.1;0.9
9;1;629.4921289;0;0;0;1;1;0;100;1;1.1;0.9
10;1;917.2757037;0;0;0;1;1;0;100;1;1.1;0.9
11;1;952.0148688;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1413.374902;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1124.674521;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1586.931461;0;0;0;1;1;0;100;1;1.1;0.9
15;1;856.791308;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1900.869393;0;0;0;1;1;0;100;1;1.1;0.9
17;1;560.6127185;0;0;0;1;1;0;100;1;1.1;0.9
18;1;637.7799779;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1980.443709;0;0;0;1;1;0;100;1;1.1;0.9
