bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1090.992937;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1503.185687;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1029.317286;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2751.689729;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1416.463123;0;0;0;1;1;0;100;1;1.1;0.9
6;1;970.7097755;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1165.321933;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1410.893347;0;0;0;1;1;0;100;1;1.1;0.9
9;1;786.2687756;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1145.725596;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1189.11664;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1765.379586;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1404.777627;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1982.160856;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1070.177405;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2374.285843;0;0;0;1;1;0;100;1;1.1;0.9
17;1;700.2347695;0;0;0;1;1;0;100;1;1.1;0.9
18;1;796.620735;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2473.678349;0;0;0;1;1;0;100;1;1.1;0.9
