bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;892.5094848;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1229.712345;0;0;0;1;1;0;100;1;1.1;0.9
3;1;842.0544341;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2251.077068;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1158.767146;0;0;0;1;1;0;100;1;1.1;0.9
6;1;794.1093402;0;0;0;1;1;0;100;1;1.1;0.9
7;1;953.3158669;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1154.210675;0;0;0;1;1;0;100;1;1.1;0.9
9;1;643.2235405;0;0;0;1;1;0;100;1;1.1;0.9
10;1;937.2846755;0;0;0;1;1;0;100;1;1.1;0.9
11;1;972.7816225;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1444.205522;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1149.207582;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1621.547953;0;0;0;1;1;0;100;1;1.1;0.9
15;1;875.4809049;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1942.333962;0;0;0;1;1;0;100;1;1.1;0.9
17;1;572.8416307;0;0;0;1;1;0;100;1;1.1;0.9
18;1;651.6921764;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2023.644071;0;0;0;1;1;0;100;1;1.1;0.9
