bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1384.580521;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1907.694863;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1306.307874;0;0;0;1;1;0;100;1;1.1;0.9
4;1;3492.172928;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1797.635147;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1231.929008;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1478.911544;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1790.566538;0;0;0;1;1;0;100;1;1.1;0.9
9;1;997.854701;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1454.041808;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1509.109437;0;0;0;1;1;0;100;1;1.1;0.9
12;1;2240.445473;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1782.805069;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2515.562858;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1358.163502;0;0;0;1;1;0;100;1;1.1;0.9
16;1;3013.209177;0;0;0;1;1;0;100;1;1.1;0.9
17;1;888.6688346;0;0;0;1;1;0;100;1;1.1;0.9
18;1;1010.992386;0;0;0;1;1;0;100;1;1.1;0.9
19;1;3139.348332;0;0;0;1;1;0;100;1;1.1;0.9
