bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1063.906829;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1465.866058;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1003.7624;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2683.37346;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1381.296558;0;0;0;1;1;0;100;1;1.1;0.9
6;1;946.6099398;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1136.390456;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1375.865063;0;0;0;1;1;0;100;1;1.1;0.9
9;1;766.7480612;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1117.280638;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1159.594412;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1721.550463;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1369.901178;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1932.949699;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1043.608084;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2315.33939;0;0;0;1;1;0;100;1;1.1;0.9
17;1;682.8500235;0;0;0;1;1;0;100;1;1.1;0.9
18;1;776.8430122;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2412.264275;0;0;0;1;1;0;100;1;1.1;0.9
