bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1403.593274;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1933.890906;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1324.245804;0;0;0;1;1;0;100;1;1.1;0.9
4;1;3540.126673;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1822.319875;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1248.845584;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1499.219629;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1815.1542;0;0;0;1;1;0;100;1;1.1;0.9
9;1;1011.557021;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1474.008388;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1529.832193;0;0;0;1;1;0;100;1;1.1;0.9
12;1;2271.210773;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1807.286153;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2550.106009;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1376.813503;0;0;0;1;1;0;100;1;1.1;0.9
16;1;3054.585898;0;0;0;1;1;0;100;1;1.1;0.9
17;1;900.8718382;0;0;0;1;1;0;100;1;1.1;0.9
18;1;1024.875109;0;0;0;1;1;0;100;1;1.1;0.9
19;1;3182.457168;0;0;0;1;1;0;100;1;1.1;0.9
