bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;863.606871;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1189.889909;0;0;0;1;1;0;100;1;1.1;0.9
3;1;814.7857333;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2178.179231;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1121.242167;0;0;0;1;1;0;100;1;1.1;0.9
6;1;768.3932711;0;0;0;1;1;0;100;1;1.1;0.9
7;1;922.4441274;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1116.833251;0;0;0;1;1;0;100;1;1.1;0.9
9;1;622.3936873;0;0;0;1;1;0;100;1;1.1;0.9
10;1;906.9320827;0;0;0;1;1;0;100;1;1.1;0.9
11;1;941.279513;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1397.437039;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1111.992176;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1569.036495;0;0;0;1;1;0;100;1;1.1;0.9
15;1;847.1297368;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1879.434319;0;0;0;1;1;0;100;1;1.1;0.9
17;1;554.2909927;0;0;0;1;1;0;100;1;1.1;0.9
18;1;630.5880788;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1958.111318;0;0;0;1;1;0;100;1;1.1;0.9
