bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1243.296795;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1713.032122;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1173.011152;0;0;0;1;1;0;100;1;1.1;0.9
4;1;3135.828751;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1614.202989;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1106.221966;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1328.002203;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1607.855666;0;0;0;1;1;0;100;1;1.1;0.9
9;1;896.0327927;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1305.670195;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1355.118678;0;0;0;1;1;0;100;1;1.1;0.9
12;1;2011.828588;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1600.886184;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2258.87277;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1219.57539;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2705.738853;0;0;0;1;1;0;100;1;1.1;0.9
17;1;797.9883413;0;0;0;1;1;0;100;1;1.1;0.9
18;1;907.8298974;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2819.006666;0;0;0;1;1;0;100;1;1.1;0.9
