bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1221.781302;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1683.387767;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1152.711965;0;0;0;1;1;0;100;1;1.1;0.9
4;1;3081.562624;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1586.268892;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1087.07858;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1305.020866;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1580.031411;0;0;0;1;1;0;100;1;1.1;0.9
9;1;880.5267707;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1283.075318;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1331.668085;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1977.013502;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1573.182537;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2219.782537;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1198.4704;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2658.915515;0;0;0;1;1;0;100;1;1.1;0.9
17;1;784.1789976;0;0;0;1;1;0;100;1;1.1;0.9
18;1;892.1197242;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2770.223206;0;0;0;1;1;0;100;1;1.1;0.9
