bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;936.3478068;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1290.113412;0;0;0;1;1;0;100;1;1.1;0.9
3;1;883.4145026;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2361.645575;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1215.683524;0;0;0;1;1;0;100;1;1.1;0.9
6;1;833.1144394;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1000.14088;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1210.903248;0;0;0;1;1;0;100;1;1.1;0.9
9;1;674.817424;0;0;0;1;1;0;100;1;1.1;0.9
10;1;983.3222675;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1020.562755;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1515.142075;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1205.654413;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1701.19522;0;0;0;1;1;0;100;1;1.1;0.9
15;1;918.4828164;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2037.737611;0;0;0;1;1;0;100;1;1.1;0.9
17;1;600.9784924;0;0;0;1;1;0;100;1;1.1;0.9
18;1;683.7020228;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2123.041513;0;0;0;1;1;0;100;1;1.1;0.9
