bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1301.62679;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1793.400025;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1228.043656;0;0;0;1;1;0;100;1;1.1;0.9
4;1;3282.94799;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1689.934266;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1158.121016;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1390.306202;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1683.289155;0;0;0;1;1;0;100;1;1.1;0.9
9;1;938.0706949;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1366.926475;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1418.694863;0;0;0;1;1;0;100;1;1.1;0.9
12;1;2106.214702;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1675.992695;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2364.849106;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1276.792482;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2832.680172;0;0;0;1;1;0;100;1;1.1;0.9
17;1;835.4264307;0;0;0;1;1;0;100;1;1.1;0.9
18;1;950.4212676;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2951.262011;0;0;0;1;1;0;100;1;1.1;0.9
