bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;881.7315549;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1214.862358;0;0;0;1;1;0;100;1;1.1;0.9
3;1;831.8857985;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2223.893098;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1144.773893;0;0;0;1;1;0;100;1;1.1;0.9
6;1;784.5196887;0;0;0;1;1;0;100;1;1.1;0.9
7;1;941.8036399;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1140.272446;0;0;0;1;1;0;100;1;1.1;0.9
9;1;635.4559836;0;0;0;1;1;0;100;1;1.1;0.9
10;1;925.966041;0;0;0;1;1;0;100;1;1.1;0.9
11;1;961.0343275;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1426.76532;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1135.32977;0;0;0;1;1;0;100;1;1.1;0.9
14;1;1601.966166;0;0;0;1;1;0;100;1;1.1;0.9
15;1;864.9086118;0;0;0;1;1;0;100;1;1.1;0.9
16;1;1918.878369;0;0;0;1;1;0;100;1;1.1;0.9
17;1;565.9240045;0;0;0;1;1;0;100;1;1.1;0.9
18;1;643.8223523;0;0;0;1;1;0;100;1;1.1;0.9
19;1;1999.206578;0;0;0;1;1;0;100;1;1.1;0.9
