bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1349.461424;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1859.307267;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1273.174117;0;0;0;1;1;0;100;1;1.1;0.9
4;1;3403.595947;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1752.039154;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1200.681829;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1441.399793;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1745.149835;0;0;0;1;1;0;100;1;1.1;0.9
9;1;972.5446838;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1417.160864;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1470.831734;0;0;0;1;1;0;100;1;1.1;0.9
12;1;2183.617847;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1737.585232;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2451.757036;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1323.714457;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2936.780839;0;0;0;1;1;0;100;1;1.1;0.9
17;1;866.1282549;0;0;0;1;1;0;100;1;1.1;0.9
18;1;985.3491387;0;0;0;1;1;0;100;1;1.1;0.9
19;1;3059.720546;0;0;0;1;1;0;100;1;1.1;0.9
