bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1;1;1145.649556;0;0;0;1;1;0;100;1;1.1;0.9
2;1;1578.492359;0;0;0;1;1;0;100;1;1.1;0.9
3;1;1080.884075;0;0;0;1;1;0;100;1;1.1;0.9
4;1;2889.54402;0;0;0;1;1;0;100;1;1.1;0.9
5;1;1487.425164;0;0;0;1;1;0;100;1;1.1;0.9
6;1;1019.340442;0;0;0;1;1;0;100;1;1.1;0.9
7;1;1223.702289;0;0;0;1;1;0;100;1;1.1;0.9
8;1;1481.576353;0;0;0;1;1;0;100;1;1.1;0.9
9;1;825.6593082;0;0;0;1;1;0;100;1;1.1;0.9
10;1;1203.124214;0;0;0;1;1;0;100;1;1.1;0.9
11;1;1248.689065;0;0;0;1;1;0;100;1;1.1;0.9
12;1;1853.821661;0;0;0;1;1;0;100;1;1.1;0.9
13;1;1475.154247;0;0;0;1;1;0;100;1;1.1;0.9
14;1;2081.46325;0;0;0;1;1;0;100;1;1.1;0.9
15;1;1123.791206;0;0;0;1;1;0;100;1;1.1;0.9
16;1;2493.232934;0;0;0;1;1;0;100;1;1.1;0.9
17;1;735.3151661;0;0;0;1;1;0;100;1;1.1;0.9
18;1;836.5298806;0;0;0;1;1;0;100;1;1.1;0.9
19;1;2597.604811;0;0;0;1;1;0;100;1;1.1;0.9
